striker,format,cluster,average,strike_rate,boundary_pct,dot_pct,runs,player_score
RL Chase,T20I,2,21.69,118.65,13.46,35.76,846,3974.7
Shubman Gill,T20I,3,28.2,137.56,19.35,38.54,846,4834.4
D Visser,T20I,3,46.94,142.02,20.84,40.0,845,5677.4
KAR Hodge,Test,6,29.14,45.77,5.85,76.0,845,2245.2
P Alako,T20I,1,17.98,91.06,11.31,53.77,845,3051.6
L Tucker,ODI,1,22.81,82.34,8.59,52.78,844,2944.3
JA Diergaardt,T20I,1,13.19,79.03,8.71,56.09,844,2498.2
SSJ Brooks,ODI,1,30.07,75.58,7.63,55.92,842,3013.5
Agha Salman,PSL,2,21.05,123.46,15.54,39.3,842,4105.0
Naeem Islam,ODI,1,24.76,69.53,7.02,57.14,842,2672.2
CR Brathwaite,CPL,2,17.16,132.44,16.54,40.0,841,4140.3
W Madhevere,ODI,1,24.03,79.04,7.8,51.97,841,2902.6
Saud Shakeel,PSL,3,31.11,130.84,18.22,38.94,840,4768.2
SD Heazlett,BBL,2,17.87,123.89,14.9,38.64,840,3958.2
GC Wilson,T20I,2,19.53,100.48,10.17,42.11,840,3330.4
GH Vihari,Test,6,33.56,42.2,5.48,78.42,839,2335.8
Mohammad Naim,T20I,2,23.97,103.71,11.37,42.15,839,3621.0
SA Okpe,T20I,1,15.79,102.7,9.82,44.91,837,3157.2
L Paul,T20I,2,19.0,104.5,11.25,39.12,836,3480.4
CJA Amini,T20I,2,24.59,117.25,12.76,40.11,836,3953.7
BB McCullum,CPL,3,29.86,146.41,20.49,38.0,836,5101.8
RD Rickelton,IPL,3,34.83,168.21,26.76,38.03,836,6008.5
PA Jaques,Test,5,46.44,53.42,6.01,70.54,836,3009.5
O Davies,BBL,2,20.39,129.61,14.11,35.81,836,4119.3
B Lee,Test,6,18.95,51.17,7.12,76.2,834,2021.1
P Baron,T20I,4,29.75,122.5,16.62,43.24,833,4432.2
Harbhajan Singh,IPL,3,14.88,137.91,20.03,41.56,833,4340.0
R Ashwin,IPL,2,13.22,118.16,13.19,36.31,833,3622.4
CN Nation,ODI,6,21.31,55.77,5.84,67.32,831,2126.0
CJ Green,BBL,2,15.11,133.39,13.16,29.86,831,3994.7
NA McSweeney,BBL,2,29.64,119.6,13.26,34.87,830,4283.0
TM Odoyo,ODI,1,28.62,70.16,7.52,60.27,830,2812.5
RMVD Gunaratne,T20I,1,16.92,87.91,10.92,52.17,829,2962.5
VS Solanki,ODI,1,27.63,72.02,9.47,61.42,829,2914.7
VVS Laxman,ODI,5,34.5,74.19,7.26,55.02,828,3146.4
DG Bedingham,Test,5,36.0,67.43,8.79,67.35,828,3034.6
N de Klerk,T20I,2,21.23,105.75,11.49,39.72,828,3587.6
JL Denly,Test,6,30.63,39.65,5.47,81.69,827,2188.0
Mohammad Nadeem,ODI,5,45.94,63.71,5.39,59.09,827,3246.9
Muhammad Usman,T20I,2,20.68,119.16,13.69,39.19,827,3907.4
SHT Kandamby,ODI,5,33.08,70.38,5.79,52.94,827,2971.8
AL Phehlukwayo,ODI,1,22.97,85.35,10.94,57.38,827,3080.5
PJ Hughes,ODI,5,37.55,75.09,8.73,58.09,826,3327.1
SO Hetmyer,Test,6,29.46,73.86,9.94,66.97,825,2960.3
H Singh,T20I,3,28.41,136.2,17.52,33.22,824,4774.1
AV Lazarus,T20I,2,26.58,116.38,13.7,38.98,824,4093.2
V Aravind,T20I,2,28.31,114.83,14.13,42.38,821,4116.2
AJ Blackwell,ODI,5,34.17,78.85,8.37,52.21,820,3311.7
JA Rudolph,ODI,5,48.24,68.16,6.82,57.77,820,3508.0
Agha Salman,T20I,2,21.55,122.97,15.32,37.84,819,4119.7
GM Harris,WPL,3,31.5,149.45,25.55,39.96,819,5512.3
J Butler,T20I,2,28.24,114.39,13.55,41.9,819,4075.4
CA Ingram,PSL,3,31.5,146.51,19.5,33.09,819,5166.2
Sarfraz Ahmed,T20I,2,26.39,125.27,14.55,32.92,818,4351.9
JP Kotze,T20I,2,22.11,120.29,17.79,48.82,818,4111.1
Khurram Manzoor,Test,6,27.23,44.72,5.58,78.16,817,2136.8
RM Ghosh,WPL,3,34.0,150.55,23.8,38.19,816,5529.5
KH Prajapati,T20I,2,21.47,107.94,14.02,46.16,816,3701.9
SM Curran,Test,6,24.7,64.12,9.21,70.26,815,2553.1
Shadab Khan,ODI,1,27.13,81.81,6.63,51.36,814,2984.0
MR Adair,T20I,2,17.7,129.62,14.97,37.9,814,4042.7
KH Brunt,ODI,1,23.91,76.99,6.44,51.42,813,2782.6
AR McBrine,ODI,1,23.2,76.03,8.99,58.99,812,2804.4
MA Wood,Test,6,15.9,70.95,11.37,71.3,811,2461.3
SS Iyer,Test,5,36.86,63.01,8.55,68.92,811,2964.5
JN Mohammed,CPL,2,23.85,104.78,10.59,42.25,811,3573.7
A Gardner,WPL,3,25.34,141.78,20.45,34.79,811,4907.4
YK Pathan,ODI,2,27.0,113.6,14.73,46.98,810,4022.6
N Nipiko,T20I,2,25.28,109.32,11.08,40.68,809,3745.2
Sohail Akhtar,PSL,2,25.25,123.17,16.92,42.23,808,4303.5
AS Joseph,Test,6,12.56,57.39,8.21,76.87,804,1936.0
Ainna Hamizah Hashim,T20I,1,14.6,68.17,6.88,60.87,803,2203.9
NE Bonner,Test,6,34.91,34.29,3.84,80.19,803,2161.8
MNM Aslam,T20I,2,19.54,114.43,13.0,37.0,801,3780.3
Kushal Malla,ODI,1,25.03,89.9,12.46,60.04,801,3280.3
Fatima Sana,T20I,3,25.0,135.82,18.34,34.63,800,4671.8
ME Bouchier,T20I,2,21.05,117.99,15.78,39.38,800,4037.6
AD Hales,CPL,3,28.57,131.58,18.59,41.45,800,4666.1
MF Maharoof,ODI,1,15.98,82.37,7.94,51.13,799,2662.0
Soumya Sarkar,Test,6,28.54,60.67,8.81,73.12,799,2620.1
SM Warnapura,Test,5,38.05,58.66,7.2,69.9,799,2842.9
AC Voges,ODI,5,44.33,85.44,6.85,44.65,798,3787.6
MS Bisla,IPL,2,21.57,113.68,16.52,48.29,798,3918.9
RN Patel,T20I,2,20.44,116.52,14.62,41.96,797,3879.6
IO Okpe,T20I,2,14.74,107.86,8.81,40.92,796,3173.0
Shakib Al Hasan,IPL,2,19.88,124.41,14.71,33.18,795,4099.3
TC Barker,T20I,2,20.87,126.27,17.04,41.24,793,4202.2
AC Agar,BBL,2,16.16,117.33,11.11,35.56,792,3587.1
Shamima Sultana,T20I,2,17.98,96.11,13.97,52.49,791,3309.2
Zeeshan Khan,T20I,2,21.97,121.51,16.28,42.4,791,4109.8
CL Cairns,ODI,5,31.6,90.39,9.95,52.4,790,3473.7
SW Billings,PSL,3,25.48,144.16,18.8,31.57,790,4878.6
Khizer Ahmed,T20I,2,20.74,118.67,15.21,43.83,788,3932.0
BJ McMullen,T20I,3,31.48,143.88,18.65,34.55,787,5046.6
JN Loftie-Eaton,T20I,3,20.18,137.35,19.2,38.39,787,4514.0
Sharjeel Khan,ODI,4,32.79,115.91,19.0,53.46,787,4460.5
Nithish Kumar Reddy,IPL,3,28.11,145.47,17.74,31.79,787,4921.1
C Connolly,BBL,4,30.23,137.41,16.08,37.59,786,4695.0
V Vijh,T20I,2,23.82,116.27,12.13,38.61,786,3883.1
DM de Silva,T20I,2,20.15,113.09,11.94,35.68,786,3730.5
JG Bethell,T20I,3,30.23,150.86,20.73,34.93,786,5229.8
MA Butcher,Test,5,41.32,48.37,6.9,77.33,785,2799.1
C Roberts,T20I,2,32.67,108.74,9.71,30.37,784,4066.5
A Sharma,ODI,1,24.5,77.78,10.32,61.01,784,2933.1
N Wadhera,IPL,3,24.5,140.0,19.11,37.32,784,4721.7
KJ Martin,T20I,2,21.72,116.37,15.33,36.76,782,4044.9
DR Flynn,Test,6,21.69,38.93,5.23,80.76,781,1819.9
A Athanaze,Test,6,23.67,52.35,6.37,73.79,781,2156.5
KK Jennings,Test,6,25.19,42.49,4.79,76.22,781,1971.2
BL Mooney,WPL,3,27.86,129.78,18.3,33.94,780,4699.4
R Shepherd,CPL,3,23.64,164.9,23.04,34.88,780,5331.5
G Malla,T20I,2,23.64,121.88,15.16,41.41,780,4115.4
S Mandhana,Test,5,55.71,63.47,10.66,71.6,780,3798.3
G Kirsten,Test,5,48.69,46.48,6.38,76.01,779,3013.6
I Sharma,Test,6,8.28,30.45,3.44,83.29,778,1079.4
SKS Gill,T20I,2,25.9,102.91,10.6,40.0,777,3652.3
NRD Compton,Test,6,28.7,36.05,4.05,80.88,775,1963.2
M Shahrukh Khan,IPL,3,22.79,147.9,19.27,35.11,775,4808.1
Mohammad Nawaz,T20I,3,19.35,138.96,18.49,38.24,774,4458.1
SA Yadav,ODI,2,24.16,105.03,13.45,46.33,773,3715.5
KR Mayers,T20I,3,20.89,134.43,20.87,49.04,773,4457.2
P Molkenboer,T20I,1,19.3,94.26,11.97,49.69,772,3236.9
Sarfaraz Ali,T20I,3,20.84,140.18,22.36,51.45,771,4599.8
Misbah-ul-Haq,T20I,4,36.71,110.46,10.17,35.96,771,4190.7
JI Rodrigues,WPL,3,27.54,140.44,19.13,29.33,771,4955.3
CA Lynn,CPL,2,23.36,130.46,17.43,42.3,771,4361.3
AGS Gous,T20I,3,30.84,142.78,20.19,37.04,771,5072.1
Ahmad Ramdoni,T20I,1,20.26,87.5,9.43,51.82,770,2978.9
Aysha,T20I,2,18.33,113.91,14.2,40.68,770,3750.5
E Chigumbura,T20I,3,20.24,143.74,18.69,36.64,769,4593.3
Abishek Porel,IPL,3,23.3,145.37,20.42,33.46,769,4891.5
N Vanua,ODI,1,16.36,80.36,8.78,60.92,769,2560.0
SK Raina,Test,6,26.48,53.15,7.2,72.6,768,2326.4
Sohaib Maqsood,ODI,5,33.39,84.4,8.57,52.75,768,3357.3
ST Jayasuriya,IPL,3,26.48,144.36,23.12,47.18,768,4980.5
RR Rossouw,T20I,3,34.86,159.79,22.5,33.12,767,5668.5
Aaron Jones,T20I,2,23.24,114.48,11.79,39.7,767,3795.4
TF Rogers,BBL,2,20.18,121.55,16.16,40.1,767,4064.5
YSD Seneveratne,T20I,4,36.48,118.21,14.81,45.83,766,4457.3
Umaima Sohail,ODI,1,23.21,65.03,6.96,61.54,766,2473.3
H Carlyon,T20I,2,21.28,125.37,16.53,42.39,766,4150.6
Shayan Jahangir,ODI,1,30.6,90.11,11.19,52.3,765,3512.6
MW Harvey,BBL,2,18.21,116.08,13.35,40.67,765,3718.8
RB Patel,T20I,2,26.34,102.69,13.04,42.74,764,3787.4
T Manders,T20I,4,38.15,134.33,18.66,42.25,763,5051.2
CA Ingram,ODI,1,28.19,82.99,9.16,53.87,761,3165.0
RP Burl,ODI,1,25.37,84.09,9.06,54.81,761,3054.4
Sadaf Shamas,ODI,5,34.59,72.75,9.56,60.13,761,3200.0
AG Prince,ODI,5,34.59,68.25,4.84,54.35,761,2905.4
T Stubbs,Test,6,33.0,46.51,4.53,72.49,759,2299.3
R Ravindra,T20I,2,21.08,135.54,16.43,33.04,759,4410.2
TA Boult,Test,6,15.49,60.0,8.85,76.44,759,2118.1
Sami Aslam,Test,6,32.96,39.11,4.23,78.17,758,2174.9
Mohammad Nadeem,T20I,2,22.91,103.7,8.92,37.31,756,3474.5
DJ Hussey,T20I,2,21.0,121.35,12.04,35.79,756,3877.7
V Ravindran,T20I,3,28.0,145.66,23.31,42.39,756,5134.9
MG Bevan,ODI,5,39.74,66.17,4.82,57.41,755,3023.7
HD Rutherford,Test,6,26.96,56.43,8.0,74.51,755,2441.3
Azam Khan,CPL,3,22.18,134.4,19.07,43.14,754,4466.6
Sompal Kami,ODI,1,20.35,75.38,7.11,58.46,753,2561.9
G Malla,ODI,6,20.92,67.35,8.32,65.65,753,2449.7
A Lister,T20I,2,16.37,117.11,16.33,44.17,753,3811.0
Sikandar Raza,PSL,3,22.82,151.51,20.93,34.61,753,4973.9
Kamran Ghulam,PSL,2,25.93,126.6,15.82,35.52,752,4390.7
A Dercksen,ODI,5,37.55,91.59,10.24,48.54,751,3782.1
Mohammad Hafeez,CPL,2,20.86,102.04,11.14,44.16,751,3423.9
Saim Ayub,ODI,5,44.18,100.0,14.51,54.86,751,4341.9
Mohammad Amir,Test,6,13.41,37.93,4.75,81.72,751,1459.0
W Sutherland,BBL,2,17.05,131.81,13.36,34.97,750,3973.7
Mohammed Shami,Test,1,11.9,74.63,10.75,68.16,750,2338.2
W Barresi,T20I,2,24.19,116.46,13.35,38.35,750,3979.3
L Siaka,ODI,1,18.73,75.43,8.26,60.02,749,2555.6
JO Adedeji,T20I,1,22.0,86.37,8.78,52.54,748,2971.5
RJ Quiney,BBL,3,26.71,134.77,17.84,39.64,748,4608.7
A Steyn,ODI,6,29.92,64.48,6.72,61.03,748,2705.9
SN Khan,IPL,3,20.72,137.38,19.52,34.81,746,4601.0
Shafali Verma,ODI,1,24.83,85.24,11.44,55.84,745,3191.7
AR Ramjani,T20I,2,24.03,132.09,15.43,35.46,745,4369.6
SM Curran,T20I,2,19.58,129.84,13.44,31.76,744,4091.5
DJ Hussey,BBL,4,29.76,131.45,14.13,29.68,744,4571.3
IK Pathan,Test,5,39.16,57.94,7.79,71.65,744,2904.2
C de Grandhomme,ODI,2,27.48,106.15,12.59,46.92,742,3785.2
KMA Paul,CPL,2,19.5,129.09,15.16,41.64,741,4051.1
SJ Myburgh,T20I,2,20.03,116.33,17.27,48.51,741,3936.3
Chirag Suri,T20I,2,26.43,116.35,14.78,42.3,740,4099.1
GC Smith,IPL,2,24.63,110.63,15.42,44.16,739,3968.1
AR Patel,T20I,2,17.16,129.7,13.88,33.04,738,4008.9
SR Mukkamalla,T20I,3,40.94,149.19,20.85,35.63,737,5598.9
CO Obuya,ODI,1,25.41,71.83,7.12,58.48,737,2700.3
Siow Tzin Yee,T20I,1,23.03,96.09,11.21,49.02,737,3355.8
NR Kirton,T20I,2,24.57,122.43,12.62,37.21,737,4042.1
HH Streak,ODI,5,46.0,68.21,6.21,59.59,736,3345.5
T Banton,T20I,3,24.5,148.19,20.56,34.88,735,4959.6
Bilal Tahir,T20I,3,20.91,141.59,18.38,38.1,732,4541.5
H Thaker,T20I,2,22.88,122.0,12.0,33.0,732,3990.8
Adil Butt,T20I,3,34.81,162.81,26.5,42.09,731,5841.7
KC Sangakkara,CPL,4,34.76,130.82,16.67,34.95,730,4842.0
SF Mire,ODI,1,20.25,79.41,9.15,58.71,729,2742.9
DA Miller,CPL,3,45.5,155.56,20.51,29.7,728,5919.1
Junaid Aziz,T20I,2,20.19,106.91,12.06,44.56,727,3518.5
R Nehonde,T20I,1,20.17,95.28,9.19,46.19,726,3141.4
Azyan Farhath,T20I,1,26.89,83.83,7.39,47.11,726,3101.2
T Chanderpaul,Test,6,30.25,37.12,3.78,79.7,726,2010.8
E Iloku,T20I,1,16.88,74.23,7.06,55.01,726,2457.7
Wahab Riaz,ODI,1,15.43,86.31,9.88,56.67,725,2735.2
JL Carter,CPL,2,18.59,106.62,11.76,46.32,725,3409.0
AD Mathews,IPL,2,23.35,125.91,12.7,31.83,724,4124.9
Shaiman Anwar,T20I,4,34.38,128.93,16.25,40.54,722,4692.4
PJ Moor,Test,6,26.74,47.16,5.75,76.49,722,2149.4
N Hussain,Test,6,37.95,42.76,5.58,79.6,721,2497.2
MEK Hussey,T20I,4,36.05,136.29,15.69,31.0,721,4956.1
WTS Porterfield,T20I,2,19.46,103.75,13.11,47.98,720,3467.3
Abbas Ghani,T20I,3,27.62,153.42,23.29,39.1,718,5268.4
Ahmed Hassan,T20I,2,24.76,111.15,13.62,48.14,718,3800.2
Hassan Nawaz,PSL,3,34.19,146.23,18.13,33.4,718,5152.3
NJ Reardon,BBL,2,23.9,124.48,13.37,37.15,717,4093.3
A Sutherland,Test,5,89.38,64.07,8.42,68.91,715,4574.0
TG Southee,ODI,1,12.77,95.33,10.8,51.87,715,2889.2
GO Jones,Test,6,22.34,47.95,6.44,75.18,715,2040.3
GO Jones,ODI,1,24.66,81.62,8.79,53.65,715,2985.2
Basil Hameed,T20I,2,22.34,129.29,13.38,35.26,715,4129.0
Sana Mir,ODI,6,27.46,53.09,4.54,64.39,714,2257.0
RMAM Avery,T20I,1,28.52,74.58,5.02,49.69,713,2837.1
Samjhana Khadka,T20I,2,13.71,102.59,13.24,46.62,713,3262.6
R Andrew,T20I,1,23.73,92.71,10.55,47.66,712,3306.8
Aritra Dutta,T20I,2,20.34,129.22,19.24,47.01,712,4275.4
DG Brownlie,Test,6,29.62,44.8,6.24,80.47,711,2255.6
PWH de Silva,T20I,2,13.17,120.92,13.95,37.07,711,3680.4
Mohammad Mithun,ODI,5,32.32,77.96,8.44,55.7,711,3168.4
RS Bopara,T20I,2,24.52,118.7,11.85,34.89,711,3966.3
MAA Sanjeewani,T20I,1,15.11,90.91,8.32,43.53,710,2868.6
RS Bopara,PSL,2,26.3,113.24,11.48,34.61,710,3936.4
JG Bethell,ODI,5,35.5,91.73,11.24,51.42,710,3726.5
Naman Dhir,IPL,3,27.31,163.97,24.02,30.48,710,5573.9
MK Pandey,T20I,4,41.71,126.16,12.1,28.11,709,4827.8
JDS Neesham,Test,5,33.76,66.32,9.26,69.22,709,2921.9
Maryam Omar,T20I,1,19.16,76.4,7.33,52.16,709,2629.5
Karan KC,ODI,1,17.7,90.65,10.88,56.59,708,2945.9
R Ashwin,ODI,1,17.68,86.96,8.24,46.0,707,2869.0
Faisal Iqbal,Test,6,29.46,47.45,5.84,76.51,707,2259.2
D Bishoo,Test,6,15.37,37.15,3.89,79.56,707,1457.7
LJ Wright,ODI,1,20.79,86.22,9.88,54.15,707,2968.3
MP Breetzke,ODI,5,64.18,96.71,10.55,45.07,706,4915.3
JA Morkel,ODI,2,24.31,99.58,12.15,49.01,705,3510.3
SO Tikolo,ODI,1,19.05,65.95,7.58,63.33,705,2336.7
Manan Ali,T20I,3,25.14,146.67,17.71,35.42,704,4760.1
KD Petersen,Test,6,29.33,47.66,5.82,76.84,704,2255.4
ARS Silva,Test,6,35.1,41.0,3.62,75.41,702,2232.3
Yasir Khan,PSL,3,25.07,142.11,21.46,40.08,702,4877.3
WK Dilhari,T20I,2,14.91,107.35,11.33,39.51,701,3346.2
DR Smith,PSL,2,29.21,114.73,16.04,45.99,701,4206.3
JE Taylor,Test,6,11.68,62.2,9.58,74.98,701,2045.7
MG Neser,BBL,2,14.02,131.52,15.38,37.34,701,3949.5
KS Leverock,T20I,3,33.38,152.06,22.13,39.48,701,5380.2
EJG Morgan,Test,6,31.82,54.77,6.49,70.66,700,2491.6
Mahirah Izzati Ismail,T20I,1,11.86,69.38,4.76,52.43,700,2081.7
SR Waugh,Test,5,63.64,62.11,9.14,70.9,700,3963.5
Kycia A Knight,ODI,6,15.89,53.6,6.13,69.48,699,1861.3
Priyada Murali,T20I,1,14.24,69.8,7.7,60.0,698,2264.3
Shahadat Hossain,Test,6,11.43,45.0,6.33,78.95,697,1580.2
CJ Anderson,T20I,2,24.03,126.04,13.56,36.53,697,4138.4
MJ Owen,BBL,3,26.81,186.86,29.22,38.07,697,6014.1
Faheem Nazir,T20I,3,40.94,146.53,21.26,36.63,696,5568.8
J Edwards,BBL,2,15.82,120.21,14.68,38.69,696,3793.2
N Vare,T20I,1,19.86,73.78,8.92,59.87,695,2613.1
S Sunday,T20I,1,16.55,92.67,11.47,52.8,695,3022.3
SA Ahmad,T20I,2,22.42,112.64,12.97,41.49,695,3781.4
PA Patel,ODI,1,27.72,79.66,9.43,57.82,693,3052.5
BKG Mendis,PSL,3,49.5,168.2,23.54,25.0,693,6508.5
NJ Astle,Test,6,30.13,50.62,6.94,74.8,693,2399.5
Aamir Kaleem,T20I,2,18.24,114.55,14.55,42.31,693,3744.5
V Balakrishnan,T20I,2,21.0,109.48,14.06,48.03,693,3663.2
Nikhil Chaudhary,BBL,3,26.65,142.01,17.42,30.33,693,4803.7
Jaker Ali,T20I,2,24.71,124.68,13.51,36.94,692,4135.0
Mosaddek Hossain,ODI,1,26.58,88.14,9.82,50.77,691,3253.9
MD Gunathilaka,T20I,2,16.07,119.55,15.92,44.29,691,3795.3
P Khadka,T20I,3,27.6,131.18,18.82,41.63,690,4620.4
SW Billings,ODI,5,34.5,91.15,10.7,49.93,690,3663.3
A Mundra,T20I,3,28.75,157.53,25.11,39.27,690,5482.5
ZE Green,T20I,2,17.67,110.24,11.68,38.72,689,3522.6
AR Patel,Test,6,34.4,53.05,7.17,74.25,688,2608.0
K Awino,T20I,1,13.76,66.35,5.5,57.47,688,2086.4
Faheem Ashraf,Test,6,26.42,54.18,8.12,75.71,687,2387.6
D Myers,T20I,2,21.47,124.46,15.04,37.68,687,4101.2
DS Lehmann,ODI,5,40.41,80.44,7.14,49.88,687,3499.1
KD Karthik,T20I,3,27.44,142.62,20.58,37.21,686,4953.2
Ayesha Zafar,ODI,1,21.38,66.93,8.22,61.74,684,2499.9
HH Dippenaar,Test,6,27.36,43.07,5.48,76.45,684,2092.1
CA Henry,T20I,2,17.1,101.79,10.71,42.41,684,3265.7
KD Shah,T20I,2,18.49,106.71,10.61,40.41,684,3408.1
CJ Anderson,Test,6,32.52,56.87,8.99,76.35,683,2711.1
SR Bhudia,T20I,2,24.32,123.82,14.55,37.09,681,4174.0
A Mansale,T20I,2,23.48,114.26,11.58,40.44,681,3763.9
RD Rickelton,T20I,3,27.2,146.24,19.35,36.56,680,4920.8
L Tucker,Test,5,40.0,62.16,8.59,69.29,680,3048.1
P Litchfield,T20I,3,28.33,139.06,21.27,38.85,680,4958.8
Abdullah Shafique,ODI,1,28.29,78.14,9.09,58.8,679,3014.0
HASD Siriwardene,ODI,6,18.86,57.15,6.82,66.75,679,2103.9
GE Plimmer,T20I,2,16.17,104.62,12.33,43.14,679,3367.0
WG Jacks,ODI,2,32.33,101.95,12.16,48.05,679,3854.4
T Kohler-Cadmore,PSL,2,19.94,134.26,17.62,38.42,678,4340.0
Javed Omar,Test,6,20.55,48.19,7.25,77.4,678,2025.0
AA Obanda,T20I,2,18.83,119.58,18.69,50.09,678,3999.1
DJ Bravo,BBL,2,22.57,134.33,14.29,34.33,677,4275.9
BM Halliday,T20I,1,16.49,98.69,8.32,40.0,676,3073.7
TL Suman,IPL,2,22.53,117.57,14.09,41.91,676,3919.8
MJ Henry,Test,6,15.72,75.53,12.51,71.62,676,2573.9
L Yamamoto-Lake,T20I,2,19.85,128.08,17.65,44.97,675,4158.8
CK Kapugedera,T20I,2,21.77,118.21,14.01,40.11,675,3920.4
NR Kirton,ODI,1,28.12,76.19,7.0,53.95,675,2909.9
Shanzeen Shahzad,T20I,1,10.53,72.32,7.08,56.55,674,2164.6
C Chatphaisan,T20I,2,13.76,101.97,12.41,50.53,674,3138.8
Wan Julia,T20I,1,11.23,71.4,5.83,56.04,674,2102.0
D Brevis,T20I,3,26.96,165.2,22.55,36.03,674,5395.2
SM Mayers,T20I,2,25.88,98.39,12.13,47.22,673,3572.1
DJG Sammy,PSL,3,24.93,145.67,19.26,37.88,673,4801.9
NR Kumar,T20I,2,24.93,126.27,13.7,36.02,673,4188.3
AM Nayar,IPL,2,17.23,116.46,13.0,38.65,672,3678.9
MEK Hussey,BBL,4,35.32,131.31,14.09,32.09,671,4729.8
PD Salt,BBL,3,22.37,146.51,20.74,34.28,671,4867.3
DW Lawrence,Test,6,26.84,55.64,6.63,70.15,671,2321.9
T Bavuma,T20I,2,20.3,118.17,13.76,38.45,670,3871.0
Shaheryar Butt,T20I,2,24.81,124.3,16.7,44.16,670,4239.7
M Deyal,CPL,2,19.14,132.15,19.33,44.18,670,4311.2
TT Samaraweera,ODI,5,33.45,75.17,7.08,52.13,669,3126.0
HASD Siriwardene,T20I,1,15.88,87.65,8.28,45.2,667,2819.2
YH Bhatia,ODI,1,25.62,73.03,8.77,59.32,666,2812.2
JE Ronalds,T20I,1,24.63,84.61,5.85,45.04,665,2945.1
TH David,CPL,3,26.6,142.7,18.45,36.48,665,4788.1
CG Williams,T20I,2,24.63,106.06,11.16,43.22,665,3623.0
IDM Latin,T20I,2,21.39,120.99,14.96,40.51,663,4000.6
CJ Ferguson,ODI,5,44.2,85.33,8.24,46.33,663,3829.6
GJ Bailey,IPL,2,22.86,121.88,14.34,36.4,663,4085.5
RH Priest,ODI,1,26.44,83.88,12.82,60.79,661,3241.9
Mohammad Nabi,BBL,2,22.79,124.95,13.42,37.62,661,4046.4
HJH Marshall,ODI,1,21.32,68.57,4.67,54.05,661,2390.2
C Rububagumya,T20I,1,13.2,83.44,6.45,49.18,660,2480.3
KR Mayers,ODI,1,26.4,85.16,12.39,62.19,660,3209.3
WG Jacks,T20I,3,22.0,148.31,20.67,36.4,660,4841.9
LJ Wright,T20I,2,16.5,132.26,17.03,39.08,660,4131.7
L Wolvaardt,WPL,3,36.61,130.24,18.77,34.98,659,5032.2
HM Omary,T20I,1,18.28,92.29,9.26,43.76,658,3058.2
TG McIntosh,Test,6,21.9,35.17,4.07,80.03,657,1679.6
T Taibu,Test,6,28.57,39.46,4.86,80.3,657,2042.0
AB Barath,Test,6,24.33,47.33,7.13,78.96,657,2143.6
PBB Rajapaksa,T20I,2,21.19,128.07,15.79,39.96,657,4153.7
I Takahashi,T20I,2,17.73,132.26,16.53,40.73,656,4120.4
DJ Willey,ODI,1,21.87,95.21,11.61,51.81,656,3274.7
E Lewis,IPL,3,27.25,137.11,20.55,44.44,654,4759.4
RL Haynes,T20I,4,32.65,126.31,14.12,29.01,653,4603.5
CA Soper,ODI,6,20.41,55.96,3.17,61.1,653,1979.0
SM Curran,ODI,1,22.48,89.93,9.24,47.31,652,3130.0
SJ Baard,T20I,2,29.64,113.39,12.87,41.57,652,4048.3
Mohammad Ihsan,T20I,3,40.69,180.83,27.78,35.28,651,6471.5
PHKD Mendis,T20I,2,17.11,126.21,15.15,38.83,650,3947.3
H Deol,WPL,4,30.9,115.69,16.93,40.64,649,4411.0
A Mishra,Test,6,21.6,58.75,7.43,69.45,648,2226.4
GB Hogg,ODI,1,21.57,80.67,5.61,44.89,647,2759.1
FH Allen,BBL,3,30.81,184.33,27.07,33.62,647,6076.8
MT Renshaw,Test,6,29.32,42.32,5.31,78.48,645,2138.0
SFM Devine,WPL,3,23.89,151.41,23.94,38.97,645,5134.8
CK Coventry,ODI,1,29.32,89.58,10.28,54.44,645,3348.0
Abdur Razzak,ODI,1,12.38,75.41,7.49,57.61,644,2284.5
SM Whiteman,BBL,2,15.33,115.62,13.64,40.39,644,3609.6
J Rasu,T20I,2,20.74,105.58,10.84,43.84,643,3437.0
M Labuschagne,BBL,2,22.17,121.09,12.24,31.45,643,3976.3
Hammad Mirza,ODI,5,42.87,76.0,8.39,56.5,643,3511.8
DJM Short,T20I,4,32.1,118.89,15.93,40.74,642,4431.3
MADD Surangika,ODI,6,23.78,54.09,5.05,65.88,642,2134.8
PJ Cummins,IPL,3,17.83,152.49,19.95,38.48,642,4663.1
BJ Dwarshuis,BBL,2,16.89,141.41,16.08,31.72,642,4312.6
M Yanagida,T20I,1,16.87,80.43,7.15,52.32,641,2575.1
Shafali Verma,Test,5,53.33,73.14,11.77,68.57,640,3916.8
PA Chatterji,T20I,1,14.22,95.95,9.75,42.13,640,3010.0
Dilara Akter,T20I,2,16.38,114.11,16.96,50.0,639,3711.3
V Langiatu,T20I,1,18.79,83.31,9.91,54.89,639,2834.1
JEC Franklin,Test,6,22.82,36.77,4.14,80.03,639,1738.3
DB Sharma,WPL,2,27.74,117.93,16.08,37.71,638,4307.2
NJ Pius,T20I,1,15.95,81.59,8.31,54.09,638,2608.3
R Chopra,T20I,2,24.54,115.58,12.86,39.49,638,3914.4
LS Greenway,ODI,5,39.88,67.8,6.8,59.19,638,3140.6
Rohan Mustafa,T20I,2,17.24,111.34,13.96,42.93,638,3606.0
